index,event,disaster,class_label,clean_text,has_crisis_term
256,typhoon,True,donation_and_volunteering,pls ltcall for help for typhoon yolanda victims in the philippinesgt,True
257,other_disaster,True,requests_or_needs,the makeshift tarpaulin shelters have leaked constantly rice stocks damaged by the may 2 storm have not dried out and the roads have become rivers of mud further preventing distribution of aid to the 2.4 million people affected.,True
258,tornado,True,injured_or_dead_people,edmond ok woman dies in car accident while driving to beat tornado,True
259,tornado,True,injured_or_dead_people,photo no more missing after joplin tornado 134 dead officials say they have accounted for all the people...,True
260,wildfire,True,affected_individual,rain on the windscreen looking out at firetrucks at faulconbridge,False
261,hurricane,True,donation_and_volunteering,were playing in the unite for puerto rico celebrity softball game tomorrow. come by and say hi 2,False
262,earthquake,True,infrastructure_and_utilities_damage,material damages captured by rudaw englishs managing editor in halabja earthquake,True
263,cyclone,True,infrastructure_and_utilities_damage,possibly the worst cyclone in the pacifics history has lead to unbelievable destruction in vanuatu,False
264,wildfire,True,donation_and_volunteering,sitting here inhaling the nswbushfires smoke. cant imagine what ppl are going through. buy an ad this week and well donate to the victims.,True
265,hurricane,True,infrastructure_and_utilities_damage,hurricane odile damage after landfall and hits baja california cabo san lucas mexico storms 2014 hd,True
266,hurricane,True,affected_individual,puerto rico confronts mental health crisis in hurricanes aftermath,True
267,hurricane,True,donation_and_volunteering,glad to see heavy police and military presence at all choke points for returning residents of florida keys post,False
268,other_disaster,True,requests_or_needs,we are hungry we need food right now we are ein rue alix roi impasse champagne,False
269,hurricane,True,donation_and_volunteering,we made a donation to the redcross hurricane irma appeal as a result of the raffle that rosa and her,True
270,other_disaster,True,requests_or_needs,lwf has sent trucks with relief goods tents plastic sheets a boat tinned fish and medical kits from beira to caia sofala province.,False
271,other_disaster,True,requests_or_needs,with no sign of a letup in the rainy weather there are fears the flooding could worsen in the coming weeks and devastate the largely agricultural economies in southern africa in the middle of the summer growing season.,True
272,hurricane,True,infrastructure_and_utilities_damage,garage speared by 2x8 in palm bay tornado.,True
273,typhoon,True,donation_and_volunteering,customers can help philippines typhoonhaiyan via text. text aid to 80188 to give 10 to .,True
274,tornado,True,donation_and_volunteering,atkins tops tornado relief show rodney atkins will headline music city gives back on jun...,True
275,flood,True,donation_and_volunteering,update on alberta flood relief via and abflood,True
276,hurricane,True,donation_and_volunteering,divine mission charity events donate and support huricane victims harvey irma and maria visit,True
277,hurricane,True,donation_and_volunteering,un migration agency appeals for usd 4.95 million to support communities in wake of irma,False
278,flood,True,donation_and_volunteering,donations are very much welcome here at dlscsb. spread the word benildeans reliefph,True
279,other_disaster,True,requests_or_needs,on dumas we are hungry in the croix des bouquets area come we are waiting for you.,False
280,hurricane,True,injured_or_dead_people,sandy casualty frankenstorm nyc westvillage,True
281,hurricane,True,injured_or_dead_people,cuba says 10 died in passage of hurricane irma,True
282,typhoon,True,affected_individual,after a major disaster like this its not fair to call it looting. most of these people are scavenging for survival. typhoonhaiyan,False
283,other_disaster,True,requests_or_needs,if i need somme water whats can i do to find it,False
284,other_disaster,True,infrastructure_and_utilities_damage,the turner report video koam coverage of baxter springs tornado,True
285,earthquake,True,infrastructure_and_utilities_damage,earthquake philippines engineering design right earthquakeph,True
286,earthquake,True,donation_and_volunteering,the 7.8 earthquake in nepal has left thousands of families in need of aid. your gift can help. please give now.,True
287,hurricane,True,infrastructure_and_utilities_damage,a flooded cemetery in pearland texas following hurricane harvey. photo credit brendan smialowskiafpgetty images,True
288,flood,True,affected_individual,at least 4 killd 500 unaccountd 4 as floodwatr inundates colorado flooding neighbors park thinking,True
289,shooting,True,affected_individual,eye witnesses and celebrities shared their experiences during and after the shooting at lax,False
290,earthquake,True,donation_and_volunteering,if youre looking for ways to help volunteers working in nepal and have a computer please contact us. plenty of ways to help.,True
291,other_disaster,True,requests_or_needs,they are also teaming up with churches in thailand sri lanka and working with other local organizations to help victims in the countries hit worst.,True
292,other_disaster,True,requests_or_needs,we need food and medicine..there are more than 40 of us. we are in thiotte route dipy 59 things are very difficult,False
293,earthquake,True,infrastructure_and_utilities_damage,losdelsonido this is what northern california looks like after quake cracked streets homes on fire and crumbled b... oyevictor,False
294,other_disaster,True,requests_or_needs,please i have 10 people in my home since after the event. now i dont have anything to give them. im asking you to help me find a little food for them.,True
295,other_disaster,True,infrastructure_and_utilities_damage,they have cleaned all of the debris from the hospital and are now in the process of disinfecting the whole building.,False
296,cyclone,True,donation_and_volunteering,want to help vanuatu after cyclonepam but dont know where to start add here your offers of tech support,True
297,other_disaster,True,injured_or_dead_people,why are you systematically doing this evidence repeatedly puts you at the scene of the crime.,False
298,other_disaster,True,injured_or_dead_people,nearly 1000 members of the islamic state group have been killed in raf air strikes in iraq and syria in the last,False
299,train_crash,True,affected_individual,four dead more than 60 injured in metronorth train derailment four people are dead and dozens are injured...,True
